gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc11g018660,0,0,0,1,0,0
Solyc11g018670,714,738,647,609,703,797
Solyc11g018680,9,23,6,15,16,14
Solyc11g018690,29,36,27,18,29,22
Solyc11g018700,3,5,7,1,2,6
Solyc11g018710,1,0,0,0,2,0
Solyc11g018720,49,67,69,24,30,24
Solyc11g018730,0,0,0,0,0,1
Solyc11g018740,47,63,49,36,45,48
Solyc11g018750,2,3,2,2,0,4
Solyc11g018760,0,0,0,0,0,0
Solyc11g018770,78,77,78,50,69,66
Solyc11g018780,2,1,1,2,0,2
Solyc11g018800,13,3,4,29,8,25
Solyc11g018810,19,15,24,22,24,29
Solyc11g018820,72,55,66,42,70,52
Solyc11g018830,1,1,0,0,3,1
Solyc11g018850,1,0,0,0,1,0
Solyc11g019850,0,0,0,0,0,0
Solyc11g019860,0,0,0,0,0,0
Solyc11g019870,0,0,0,0,0,0
Solyc11g019880,0,0,0,0,2,0
Solyc11g019890,0,0,0,0,1,0
Solyc11g019900,0,0,0,0,0,0
Solyc11g019910,4,1,1,2,11,2
Solyc11g019920,16,18,20,31,43,61
Solyc11g019930,324,464,361,463,515,540
Solyc11g019940,0,0,0,0,0,0
Solyc11g019950,202,285,193,119,127,132
Solyc11g019960,80,104,61,117,125,146
Solyc11g019970,54,63,58,22,39,32
Solyc11g019980,0,2,3,1,0,0
Solyc11g019990,0,0,0,0,0,0
Solyc11g020000,0,0,0,0,0,0
Solyc11g020010,14,30,14,17,26,19
Solyc11g020020,1,5,4,0,6,2
Solyc11g020030,9,9,11,7,14,15
Solyc11g020040,4013,4930,4711,1491,1923,1147
Solyc11g020050,2,5,2,4,2,3
Solyc11g020060,39,120,73,32,25,31
Solyc11g020070,0,0,0,0,0,0
Solyc11g020080,0,0,0,0,0,0
Solyc11g020090,0,0,0,0,0,0
Solyc11g020100,11,16,12,1,3,2
Solyc11g020120,0,0,0,0,0,0
Solyc11g020130,0,0,0,0,0,0
Solyc11g020140,0,0,0,0,1,0
Solyc11g020150,0,0,0,0,0,0
Solyc11g020160,3,6,13,1,9,2
Solyc11g020170,1,2,6,0,1,5
Solyc11g020180,14,17,11,11,11,15
Solyc11g020190,0,1,2,0,1,4
Solyc11g020200,63,66,55,35,41,48
Solyc11g020210,5,2,3,1,1,4
Solyc11g020220,0,0,0,0,0,0
Solyc11g020230,6,9,3,7,12,10
Solyc11g020240,0,0,0,0,0,0
Solyc11g020250,35,21,15,13,25,22
Solyc11g020260,0,1,0,0,0,0
Solyc11g020270,0,0,0,0,0,0
Solyc11g020280,49,105,51,33,23,23
Solyc11g020290,31,39,30,26,20,36
Solyc11g020300,755,1111,741,577,844,574
Solyc11g020310,0,0,0,0,0,0
Solyc11g020320,3,1,0,0,2,0
Solyc11g020330,334,247,276,40,20,21
Solyc11g020340,0,0,0,0,0,0
Solyc11g020350,0,0,0,0,0,0
Solyc11g020360,0,0,0,0,0,0
Solyc11g020370,0,0,0,0,0,0
Solyc11g020380,0,0,0,0,0,0
Solyc11g020390,0,0,0,0,0,0
Solyc11g020400,0,0,0,0,0,0
Solyc11g020410,0,0,0,0,1,0
Solyc11g020420,0,0,0,0,0,0
Solyc11g020430,0,0,0,0,0,0
Solyc11g020440,0,0,0,0,0,0
Solyc11g020450,0,0,0,0,0,0
Solyc11g020460,0,0,0,0,0,0
Solyc11g020470,0,0,0,0,0,0
Solyc11g020480,0,0,0,0,0,0
Solyc11g020490,0,0,0,0,0,0
Solyc11g020500,0,0,0,0,0,0
Solyc11g020510,0,0,0,0,1,0
Solyc11g020520,0,0,0,0,0,0
Solyc11g020530,0,0,0,0,0,0
Solyc11g020540,0,0,0,0,0,0
Solyc11g020550,0,0,0,0,0,0
Solyc11g020560,0,0,0,0,0,0
Solyc11g020570,0,0,0,0,0,0
Solyc11g020580,0,0,0,0,0,0
Solyc11g020590,69,126,108,43,45,57
Solyc11g020600,0,0,0,0,0,0
Solyc11g020610,30,33,28,18,13,13
Solyc11g020620,0,0,0,0,0,0
Solyc11g020630,0,0,0,0,0,0
Solyc11g020640,0,0,0,0,0,0
Solyc11g020650,0,0,0,0,0,0
Solyc11g020660,0,0,0,0,0,0
Solyc11g020670,2851,3221,2347,1586,2164,2344
Solyc11g020680,0,0,0,0,0,0
Solyc11g020690,0,0,0,0,0,0
Solyc11g020700,0,0,0,0,0,0
Solyc11g020710,19,32,25,12,12,11
Solyc11g020720,6,9,5,6,9,3
Solyc11g020730,28,26,34,14,12,15
Solyc11g020740,0,0,0,0,0,0
Solyc11g020750,11,3,7,7,12,13
Solyc11g020760,5,12,13,11,14,14
Solyc11g020770,23,28,26,23,51,34
Solyc11g020780,171,214,163,212,260,216
Solyc11g020790,0,2,0,0,1,0
Solyc11g020810,591,625,557,1754,1967,2019
Solyc11g020820,288,272,244,468,540,568
Solyc11g020830,0,0,0,0,0,0
Solyc11g020840,0,1,0,0,0,0
Solyc11g020850,0,0,0,0,0,0
Solyc11g020860,0,0,0,0,0,1
Solyc11g020870,111,132,101,181,256,190
Solyc11g020880,0,0,0,0,0,0
Solyc11g020890,74,87,75,180,174,181
Solyc11g020900,0,0,0,0,0,0
Solyc11g020910,48,60,52,65,57,89
Solyc11g020920,7,14,10,6,3,6
Solyc11g020930,0,1,0,0,0,0
Solyc11g020940,0,0,0,0,0,0
Solyc11g020950,0,0,0,0,1,0
Solyc11g020960,25,25,41,0,0,0
Solyc11g020970,0,0,0,0,0,0
Solyc11g020980,0,0,0,0,0,0
Solyc11g020990,0,0,0,0,0,0
Solyc11g021010,0,0,0,0,0,0
Solyc11g021020,0,0,0,0,0,0
Solyc11g021030,0,0,0,0,0,0
Solyc11g021040,0,0,0,0,0,0
Solyc11g021050,0,0,0,0,0,0
Solyc11g021060,0,0,0,0,0,0
Solyc11g021070,0,3,1,0,0,1
Solyc11g021080,0,5,7,2,1,1
Solyc11g021090,2,2,4,0,2,4
Solyc11g021100,0,0,0,0,0,0
Solyc11g021110,1,1,2,3,2,2
Solyc11g021120,0,0,0,0,0,0
Solyc11g021130,0,3,3,0,1,1
Solyc11g021140,0,0,0,0,0,0
Solyc11g021150,0,1,0,0,0,0
Solyc11g021160,5,9,12,1,1,2
Solyc11g021170,0,0,0,0,0,0
Solyc11g021180,0,0,0,0,0,0
Solyc11g021190,0,0,0,0,0,0
Solyc11g021200,4,5,1,0,0,2
Solyc11g021210,5,2,3,1,1,0
Solyc11g021220,11,31,45,1,2,4
Solyc11g021230,15,46,50,3,7,10
Solyc11g021240,33,46,56,0,2,9
Solyc11g021250,3,3,5,0,0,1
Solyc11g021260,48,55,77,4,4,11
Solyc11g021270,2,8,6,0,1,0
Solyc11g021280,26,27,32,1,3,10
Solyc11g021290,62,69,82,5,2,19
Solyc11g021300,22,25,35,0,2,6
Solyc11g021310,23,47,27,3,4,9
Solyc11g021320,0,0,0,0,0,0
Solyc11g021330,0,0,0,0,0,0
Solyc11g021340,0,0,0,0,0,0
Solyc11g021350,22,11,16,11,6,10
Solyc11g021360,38,40,39,33,54,39
Solyc11g022380,302,393,297,204,246,214
Solyc11g022390,141,179,186,83,107,93
Solyc11g022400,113,196,100,83,139,101
Solyc11g022410,0,0,0,0,0,0
Solyc11g022420,0,1,0,0,0,1
Solyc11g022430,0,3,0,2,0,1
Solyc11g022440,0,0,0,0,0,0
Solyc11g022450,0,0,0,1,0,0
Solyc11g022460,601,834,530,316,569,285
Solyc11g022470,251,305,256,373,350,372
Solyc11g022480,0,0,0,0,0,0
Solyc11g022490,0,0,0,0,0,0
Solyc11g022500,0,0,0,0,0,0
Solyc11g022510,0,0,2,0,0,0
Solyc11g022530,111,133,214,47,93,115
Solyc11g022540,429,623,383,562,659,616
Solyc11g022550,0,0,0,0,0,0
Solyc11g022560,1,0,0,1,0,0
Solyc11g022590,17,14,34,1,15,3
Solyc11g022600,35,56,35,34,58,40
Solyc11g022610,0,0,0,0,0,0
Solyc11g022620,0,0,0,0,0,0
Solyc11g027630,0,0,0,0,0,0
Solyc11g027640,0,0,0,0,0,0
Solyc11g027650,0,0,0,0,0,0
Solyc11g027660,0,0,0,0,0,0
Solyc11g027670,0,0,0,0,0,0
Solyc11g027680,0,0,0,0,0,0
Solyc11g027690,0,0,0,0,0,0
Solyc11g027700,0,0,0,0,0,0
Solyc11g027710,0,0,0,0,0,0
Solyc11g027730,0,0,0,0,0,0
Solyc11g027750,0,0,0,0,0,0
Solyc11g027760,0,0,0,0,0,0
Solyc11g027770,0,0,0,0,0,0
Solyc11g027780,0,0,0,0,0,0
Solyc11g027790,0,0,0,0,0,0
Solyc11g027800,0,0,0,0,0,0
Solyc11g027810,11,22,8,17,21,17
Solyc11g027820,6,6,5,5,11,8
Solyc11g027830,1,3,3,4,5,4
Solyc11g027840,5,5,10,11,12,5
Solyc11g027850,0,0,0,0,0,0
Solyc11g027860,1,0,0,3,0,3
Solyc11g027870,49,121,84,75,96,78
Solyc11g027880,47,69,76,27,65,62
Solyc11g027890,0,0,0,0,0,0
Solyc11g027900,0,0,0,0,0,0
Solyc11g027910,0,0,0,0,0,0
Solyc11g027920,1,5,3,3,4,5
Solyc11g027930,0,0,0,0,0,0
Solyc11g027940,0,0,0,0,0,0
Solyc11g027950,0,0,0,0,0,0
Solyc11g027960,0,0,0,0,0,0
Solyc11g027970,0,0,0,0,0,0
Solyc11g027980,0,0,0,0,0,0
Solyc11g027990,0,0,0,0,0,0
Solyc11g028000,0,0,0,0,0,0
Solyc11g028010,1,3,0,2,0,0
Solyc11g028020,0,1,0,0,0,0
Solyc11g028040,0,0,0,0,0,0
Solyc11g028060,0,0,0,0,0,0
Solyc11g028070,0,0,0,0,0,0
Solyc11g028080,1,0,0,0,1,0
Solyc11g028090,0,0,0,0,0,0
Solyc11g028100,129,137,104,216,225,210
Solyc11g028110,0,0,0,0,0,0
Solyc11g028120,0,0,0,0,0,0
Solyc11g028130,0,0,0,0,0,0
Solyc11g028140,1,1,1,0,0,0
Solyc11g028150,0,0,0,0,0,0
Solyc11g028160,0,0,0,0,0,0
Solyc11g028170,0,0,0,0,0,0
Solyc11g028180,0,0,0,0,0,0
Solyc11g028190,0,0,0,0,0,0
Solyc11g028200,11,26,13,7,7,10
Solyc11g028210,0,0,0,0,0,0
Solyc11g028220,0,0,0,0,0,0
Solyc11g028250,0,0,0,0,0,0
Solyc11g028260,0,0,0,0,0,0
Solyc11g028270,0,0,0,0,0,0
Solyc11g028280,0,0,0,0,0,0
Solyc11g028290,0,0,0,0,0,0
Solyc11g028300,0,2,3,6,4,9
Solyc11g028310,0,0,0,0,1,2
Solyc11g028320,1,0,1,1,0,1
Solyc11g028330,0,0,0,0,0,0
Solyc11g028340,0,0,0,0,0,0
Solyc11g028350,0,0,0,0,0,0
Solyc11g030380,686,926,710,611,729,660
Solyc11g030390,677,893,691,566,734,639
Solyc11g030400,0,0,0,1,0,0
Solyc11g030410,0,0,0,0,0,0
Solyc11g030420,0,0,0,0,0,0
Solyc11g030430,0,0,0,0,0,0
Solyc11g030440,0,0,0,0,0,0
Solyc11g030450,0,0,0,0,0,0
Solyc11g030460,0,0,0,0,0,0
Solyc11g030470,0,0,0,0,0,0
Solyc11g030490,0,0,0,0,0,0
Solyc11g030500,0,0,0,0,0,0
Solyc11g030510,0,0,0,0,0,0
Solyc11g030520,0,0,0,0,0,0
Solyc11g030530,0,0,0,0,0,0
Solyc11g030540,0,0,0,0,0,0
Solyc11g030550,49,63,51,28,28,35
Solyc11g030560,0,0,0,0,0,0
Solyc11g030570,0,1,2,0,0,0
Solyc11g030580,0,0,0,0,0,0
Solyc11g030590,0,0,0,0,0,0
Solyc11g030600,324,339,249,184,213,267
Solyc11g030620,0,0,0,0,0,0
Solyc11g030630,0,0,0,0,0,0
Solyc11g030640,0,0,0,0,0,0
Solyc11g030650,0,0,0,0,0,0
Solyc11g030660,0,0,0,0,0,0
Solyc11g030670,0,0,0,0,0,0
Solyc11g030680,0,0,0,0,0,0
Solyc11g030690,0,0,0,0,0,0
Solyc11g030700,7,12,18,8,12,6
Solyc11g030710,90,139,120,139,176,168
Solyc11g030720,20,32,11,39,54,39
Solyc11g030730,1,6,0,4,5,2
Solyc11g030740,0,0,0,0,0,0
Solyc11g030760,0,0,0,0,0,0
Solyc11g030770,0,0,0,0,0,0
Solyc11g030780,0,0,0,0,0,0
Solyc11g030790,0,0,0,0,0,0
Solyc11g030800,0,0,0,0,0,0
Solyc11g030810,0,0,0,0,0,0
Solyc11g030820,0,0,0,0,0,0
Solyc11g030830,0,0,0,0,0,0
Solyc11g030840,0,0,0,0,0,0
Solyc11g030850,0,1,0,0,0,0
Solyc11g030860,0,0,0,0,1,1
Solyc11g030870,0,0,0,0,0,0
Solyc11g030880,0,0,0,0,0,0
Solyc11g030890,0,0,0,0,0,0
Solyc11g030900,0,0,1,0,0,0
Solyc11g030910,0,1,0,0,0,2
Solyc11g030920,0,0,0,0,0,0
Solyc11g030930,0,0,0,0,0,0
Solyc11g030940,0,1,0,0,0,0
Solyc11g030950,0,0,0,0,0,0
Solyc11g031950,1,0,0,0,0,0
Solyc11g031960,0,0,0,0,0,0
Solyc11g031970,4,5,5,1,1,2
Solyc11g031980,0,0,0,0,0,0
Solyc11g031990,0,0,0,0,0,0
Solyc11g032000,0,0,0,0,0,0
Solyc11g032010,0,0,0,0,0,0
Solyc11g032020,0,0,0,0,0,0
Solyc11g032030,0,0,0,0,0,0
Solyc11g032040,0,0,0,0,0,1
Solyc11g032050,6,2,21,0,8,2
Solyc11g032060,2,1,0,0,0,0
Solyc11g032070,0,0,0,0,0,0
Solyc11g032080,0,0,0,1,0,1
Solyc11g032090,3,2,1,1,5,2
Solyc11g032100,7,10,12,1,2,2
Solyc11g032110,1,0,2,0,0,0
Solyc11g032120,0,0,0,0,0,0
Solyc11g032130,81,106,79,65,92,97
Solyc11g032140,0,0,0,0,0,0
Solyc11g032150,0,0,0,0,0,0
Solyc11g032160,0,0,0,0,0,0
Solyc11g032170,0,0,0,0,0,0
Solyc11g032180,0,0,0,0,0,0
Solyc11g032190,0,2,1,2,0,0
Solyc11g032200,69,86,71,44,67,49
Solyc11g032220,0,0,0,0,0,0
Solyc11g032230,0,1,0,0,1,0
Solyc11g033250,0,0,1,0,0,0
Solyc11g033260,37,78,43,33,47,32
Solyc11g033270,854,961,848,374,414,446
Solyc11g033280,555,665,476,1478,1584,1573
Solyc11g033320,0,0,0,0,0,0
Solyc11g038340,107,118,109,48,56,40
Solyc11g038350,0,0,0,0,0,0
Solyc11g039350,0,0,0,1,0,0
Solyc11g039360,7,2,2,4,8,4
Solyc11g039370,0,2,0,0,0,1
Solyc11g039380,0,0,0,0,0,0
Solyc11g039390,0,0,0,0,0,0
Solyc11g039400,0,0,0,0,0,0
Solyc11g039410,0,0,0,0,0,0
Solyc11g039420,0,0,0,0,0,0
Solyc11g039440,1,0,2,0,0,2
Solyc11g039450,0,0,0,0,0,0
Solyc11g039460,0,0,0,0,0,0
Solyc11g039470,4,11,4,0,0,0
Solyc11g039480,0,0,0,0,0,0
Solyc11g039490,0,0,0,0,0,0
Solyc11g039500,0,0,0,0,0,0
Solyc11g039510,0,0,0,0,0,0
Solyc11g039520,0,0,0,0,0,0
Solyc11g039530,1,7,3,0,1,0
Solyc11g039540,0,0,0,0,0,0
Solyc11g039550,0,0,0,0,0,0
Solyc11g039560,0,0,0,0,0,0
Solyc11g039570,0,0,0,0,0,0
Solyc11g039580,0,0,0,0,0,0
Solyc11g039590,1,0,1,0,1,1
Solyc11g039610,0,0,0,0,0,0
Solyc11g039620,0,0,0,0,0,0
Solyc11g039640,1,0,0,0,0,0
Solyc11g039650,1508,1970,1553,1856,2191,2548
Solyc11g039660,0,0,0,0,0,0
Solyc11g039670,2,0,2,0,1,2
Solyc11g039680,0,0,0,0,0,0
Solyc11g039690,1,0,0,0,0,0
Solyc11g039700,0,0,1,0,0,0
Solyc11g039710,0,0,0,0,0,0
Solyc11g039720,0,0,0,0,0,0
Solyc11g039730,0,0,0,0,0,0
Solyc11g039740,34,46,28,42,30,45
Solyc11g039750,0,0,0,0,0,0
Solyc11g039760,0,0,0,0,0,0
Solyc11g039770,0,0,0,0,0,0
Solyc11g039780,0,0,0,0,0,0
Solyc11g039800,0,0,0,0,0,0
Solyc11g039810,0,0,0,0,0,0
Solyc11g039820,0,0,0,0,0,0
Solyc11g039830,443,673,506,428,458,404
Solyc11g039840,4070,5107,3806,4452,4464,3830
Solyc11g039850,0,0,0,0,0,0
Solyc11g039860,0,0,0,0,0,0
Solyc11g039870,102,123,111,86,97,87
Solyc11g039880,82,79,100,22,43,52
Solyc11g039890,36,40,29,26,26,17
Solyc11g039900,0,0,0,0,0,0
Solyc11g039910,342,402,363,353,401,451
Solyc11g039920,0,0,0,0,0,0
Solyc11g039930,0,0,1,0,0,1
Solyc11g039940,4,3,4,1,0,2
Solyc11g039950,412,422,385,539,516,672
Solyc11g039960,56,116,54,75,79,90
Solyc11g039970,0,1,0,0,0,0
Solyc11g039980,16,37,45,20,10,28
Solyc11g039990,5,14,10,10,4,8
Solyc11g040020,0,0,0,0,0,0
Solyc11g040030,3,1,3,1,0,0
Solyc11g040040,9,10,12,10,15,8
Solyc11g040050,250,223,264,97,129,144
Solyc11g040060,6,5,17,4,3,11
Solyc11g040070,0,0,0,0,0,0
Solyc11g040080,2,0,3,0,0,1
Solyc11g040090,0,0,0,0,0,0
Solyc11g040100,0,0,0,0,0,0
Solyc11g040110,429,527,356,374,416,349
Solyc11g040120,347,576,364,391,547,425
Solyc11g040130,74,127,99,129,123,150
Solyc11g040140,0,0,0,0,0,0
Solyc11g040150,3,8,5,12,8,2
Solyc11g040160,0,0,0,0,0,0
Solyc11g040170,133,210,151,69,71,60
Solyc11g040180,452,494,457,180,213,167
Solyc11g040190,0,0,0,0,0,0
Solyc11g040220,0,0,0,0,0,0
Solyc11g040230,3,10,4,6,9,7
Solyc11g040240,55,61,62,61,69,81
Solyc11g040250,7,16,10,9,7,4
Solyc11g040260,14,22,15,16,23,19
Solyc11g040270,0,0,0,0,0,0
Solyc11g040280,0,0,0,0,0,0
Solyc11g040290,68,51,69,28,28,40
Solyc11g040300,14,10,16,11,18,23
Solyc11g040310,1,0,0,0,0,0
Solyc11g040330,0,4,1,5,11,1
Solyc11g040340,0,12,0,3,1,0
Solyc11g040350,0,0,0,0,0,0
Solyc11g040360,0,0,0,0,0,0
Solyc11g040370,1745,1972,1692,2128,2562,2638
Solyc11g040380,43,70,40,39,42,39
Solyc11g040390,344,553,408,234,348,255
Solyc11g040400,0,0,0,0,0,0
Solyc11g040410,0,0,0,0,0,0
Solyc11g040420,0,0,0,0,0,0
Solyc11g042420,0,0,1,16,11,9
Solyc11g042430,102,115,76,95,110,102
Solyc11g042440,21,39,37,19,30,32
Solyc11g042450,0,0,0,0,0,0
Solyc11g042460,143,238,186,57,51,72
Solyc11g042470,24,34,31,21,32,20
Solyc11g042480,0,0,0,0,0,0
Solyc11g042490,0,0,0,0,1,0
Solyc11g042500,33,29,41,18,26,36
Solyc11g042510,37,21,11,9,17,12
Solyc11g042520,0,0,0,0,0,0
Solyc11g042530,0,0,0,0,0,0
Solyc11g042550,0,0,0,0,0,0
Solyc11g042560,1,4,1,0,0,0
Solyc11g042570,0,0,0,0,0,0
Solyc11g042580,1,0,0,0,0,0
Solyc11g042590,0,0,0,0,0,0
Solyc11g042610,228,298,231,378,375,405
Solyc11g042620,226,369,301,152,213,170
Solyc11g042630,0,0,0,0,0,0
Solyc11g042640,19,35,27,15,18,4
Solyc11g042650,0,0,0,0,0,0
Solyc11g042680,0,0,0,0,0,0
Solyc11g042690,0,0,0,0,0,0
Solyc11g042700,0,0,0,0,0,0
Solyc11g042710,0,1,1,0,1,0
Solyc11g042720,0,0,0,0,0,0
Solyc11g042730,0,0,0,0,0,0
Solyc11g042740,0,0,1,0,1,0
Solyc11g042750,0,0,0,0,0,0
Solyc11g042760,0,0,0,0,0,0
Solyc11g042770,0,0,0,0,0,0
Solyc11g042780,0,0,0,0,0,0
Solyc11g042800,19,18,48,4,28,33
Solyc11g042810,0,0,0,0,0,0
Solyc11g042820,0,2,2,0,0,0
Solyc11g042830,1,2,7,11,18,15
Solyc11g042840,1,1,0,1,0,1
Solyc11g042850,0,0,0,0,0,0
Solyc11g042860,0,0,2,0,0,0
Solyc11g042870,48,53,36,84,93,85
Solyc11g042880,0,0,0,0,0,0
Solyc11g042890,0,0,0,0,0,0
Solyc11g042900,0,0,0,0,0,0
Solyc11g042910,0,0,0,0,0,0
Solyc11g042920,1,2,1,9,4,3
Solyc11g042930,4428,5547,4142,9569,10388,8731
Solyc11g042940,0,0,1,0,0,0
Solyc11g042950,1,1,3,1,1,0
Solyc11g042960,0,0,0,0,0,0
Solyc11g042970,0,0,0,0,0,0
Solyc11g042980,0,0,0,0,0,0
Solyc11g042990,944,1206,959,380,382,442
Solyc11g043000,0,0,0,0,0,0
Solyc11g043010,0,0,0,0,0,0
Solyc11g043020,0,0,0,0,0,0
Solyc11g043030,0,0,0,0,0,0
Solyc11g043040,0,0,0,0,0,0
Solyc11g043050,0,0,0,0,0,0
Solyc11g043060,1,0,1,0,0,0
Solyc11g043070,2,0,0,0,0,0
Solyc11g043080,0,0,0,0,0,0
Solyc11g043090,0,0,0,0,0,0
Solyc11g043100,0,0,0,0,0,0
Solyc11g043110,20,28,51,7,70,70
Solyc11g043120,133,159,131,69,71,70
Solyc11g043130,314,468,282,133,157,130
Solyc11g043140,0,1,0,0,0,0
Solyc11g043150,135,144,132,261,259,247
Solyc11g043160,0,0,0,0,0,0
Solyc11g043170,224,161,185,121,158,177
Solyc11g043180,0,0,0,0,0,0
Solyc11g043190,0,1,1,1,2,2
Solyc11g043200,175,119,142,101,103,156
Solyc11g043210,595,665,610,500,521,717
Solyc11g044210,0,0,0,0,0,0
Solyc11g044220,0,0,0,0,0,0
Solyc11g044230,75,172,80,107,134,55
Solyc11g044240,39,43,32,17,23,9
Solyc11g044250,15,27,20,9,15,8
Solyc11g044260,23,34,38,14,16,19
Solyc11g044270,177,168,198,44,59,81
Solyc11g044280,54,43,39,22,19,24
Solyc11g044290,0,0,0,0,0,0
Solyc11g044300,0,3,1,3,3,3
Solyc11g044310,63,77,76,88,149,97
Solyc11g044320,180,209,153,218,298,317
Solyc11g044330,4,1,5,3,7,2
Solyc11g044340,57,60,43,61,80,83
Solyc11g044350,13,10,9,15,16,10
Solyc11g044360,0,3,1,0,3,3
Solyc11g044370,0,0,0,0,0,0
Solyc11g044380,0,0,0,0,0,0
Solyc11g044390,0,0,0,0,0,0
Solyc11g044400,0,0,0,0,0,0
Solyc11g044410,0,0,0,0,0,0
Solyc11g044420,0,0,0,0,0,0
Solyc11g044430,7,4,16,8,10,5
Solyc11g044440,0,1,1,0,0,0
Solyc11g044450,0,7,0,0,0,0
Solyc11g044460,0,0,0,0,0,0
Solyc11g044470,35,54,26,28,24,26
Solyc11g044480,902,1127,826,584,728,717
Solyc11g044490,0,0,0,0,0,0
Solyc11g044500,0,0,0,1,0,0
Solyc11g044510,96,92,74,68,73,74
Solyc11g044520,24,23,12,7,8,15
Solyc11g044530,2,4,7,6,5,3
Solyc11g044540,106,147,129,52,71,60
Solyc11g044560,480,465,407,229,217,292
Solyc11g044570,0,0,0,0,0,0
Solyc11g044580,0,1,1,0,0,0
Solyc11g044590,1,2,0,1,0,1
Solyc11g044600,2,1,3,0,0,0
Solyc11g044610,2,1,4,2,2,1
Solyc11g044620,0,0,0,0,0,0
Solyc11g044630,0,0,0,0,0,0
Solyc11g044640,0,0,0,0,0,0
Solyc11g044650,0,0,0,0,0,0
Solyc11g044660,0,2,0,0,0,1
Solyc11g044670,6,10,2,0,0,3
Solyc11g044680,14,28,20,0,0,10
Solyc11g044690,1,2,3,0,1,1
Solyc11g044700,8,3,8,2,0,5
Solyc11g044710,3,1,1,0,3,2
Solyc11g044740,0,0,0,0,0,0
Solyc11g044750,78,77,56,80,95,85
Solyc11g044760,0,0,0,0,0,0
Solyc11g044770,0,0,0,0,0,0
Solyc11g044780,0,0,0,0,0,0
Solyc11g044790,0,0,0,0,0,0
Solyc11g044800,41,63,38,58,72,57
Solyc11g044810,0,1,0,0,1,1
Solyc11g044820,0,0,0,0,0,0
Solyc11g044830,0,0,0,0,0,0
Solyc11g044840,0,3,1,0,0,0
Solyc11g044850,0,0,0,0,0,0
Solyc11g044860,0,0,0,0,0,0
Solyc11g044870,75,108,94,78,92,75
Solyc11g044880,209,279,199,363,385,501
Solyc11g044890,53,20,35,32,23,22
Solyc11g044900,149,179,186,186,213,182
Solyc11g044910,69,177,93,60,111,99
Solyc11g044920,0,0,0,0,0,0
Solyc11g044930,0,0,0,0,0,0
Solyc11g044940,2,2,5,0,0,0
Solyc11g044950,1,3,0,3,1,2
Solyc11g044960,16,13,20,10,19,15
Solyc11g044970,13,11,1,2,1,1
Solyc11g044980,0,4,3,0,0,1
Solyc11g044990,0,1,4,0,0,0
Solyc11g045000,8,9,8,3,1,4
Solyc11g045010,0,5,1,1,0,1
Solyc11g045020,0,0,1,0,1,1
Solyc11g045030,9,14,8,3,8,7
Solyc11g045040,4,3,3,1,2,4
Solyc11g045050,21,13,26,4,9,11
Solyc11g045070,0,0,0,0,0,0
Solyc11g045080,0,0,0,0,0,0
Solyc11g045090,0,1,2,0,0,0
Solyc11g045100,32,50,29,18,21,29
Solyc11g045110,58,117,50,8,19,5
Solyc11g045120,833,716,749,1067,1115,1179
Solyc11g045130,89,124,74,107,123,117
Solyc11g045140,10,15,17,2,8,10
Solyc11g045150,1,0,1,0,0,0
Solyc11g045160,177,211,216,79,102,96
Solyc11g045170,190,218,167,70,67,111
Solyc11g045180,21,28,33,4,5,3
Solyc11g045190,70,103,76,17,24,21
Solyc11g045200,0,0,0,0,0,0
Solyc11g045210,158,201,139,107,119,130
Solyc11g045220,26,38,33,16,13,24
Solyc11g045230,4,2,4,1,2,4
Solyc11g045240,9,9,6,6,3,3
Solyc11g045250,16,22,25,9,8,14
Solyc11g045260,2,3,6,3,1,0
Solyc11g045270,56,44,62,55,53,43
Solyc11g045280,0,0,0,0,0,0
Solyc11g045290,0,0,0,0,0,0
Solyc11g045300,1,0,0,0,0,0
Solyc11g045310,27,38,37,48,43,49
Solyc11g045320,0,0,0,1,0,0
Solyc11g045330,85,105,90,144,187,177
Solyc11g045340,0,0,0,0,0,0
Solyc11g045350,701,660,668,548,622,819
Solyc11g045360,0,0,0,0,0,0
Solyc11g045370,64,83,39,20,14,19
Solyc11g045380,16,26,8,10,12,19
Solyc11g045390,7,25,9,6,8,7
Solyc11g045400,0,0,0,0,0,0
Solyc11g045410,0,0,0,0,0,1
Solyc11g045420,0,0,0,0,0,0
Solyc11g045430,0,0,1,0,3,4
Solyc11g045440,2,2,2,1,1,3
Solyc11g045450,0,0,0,0,0,0
Solyc11g045460,0,2,0,0,0,0
Solyc11g045470,19,25,26,5,14,23
Solyc11g045480,18,19,26,12,17,21
Solyc11g045490,1,2,4,1,6,7
Solyc11g045500,1,0,1,5,3,4
Solyc11g045510,43,62,68,13,13,17
Solyc11g045520,0,0,0,0,0,0
Solyc11g045530,0,0,0,0,0,0
Solyc11g045540,0,0,0,0,0,0
Solyc11g045550,0,0,0,0,0,0
Solyc11g045560,0,0,0,0,0,0
Solyc11g045570,0,0,0,0,0,0
Solyc11g045580,0,0,0,0,0,0
Solyc11g045590,0,0,0,0,0,0
Solyc11g045600,0,0,0,0,0,0
Solyc11g045610,79,102,54,43,53,44
Solyc11g045620,0,0,0,0,0,0
Solyc11g045630,0,0,0,0,0,0
Solyc11g045640,0,0,0,0,0,0
Solyc11g045650,0,1,0,0,0,1
Solyc11g045660,0,0,0,0,0,0
