gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc11g007040,47,96,49,74,98,49
Solyc11g007050,0,1,0,0,0,0
Solyc11g007060,452,578,488,197,289,200
Solyc11g007070,91,144,104,23,37,38
Solyc11g007080,87,123,99,156,144,199
Solyc11g007090,69,98,76,52,90,63
Solyc11g007100,0,0,2,1,17,9
Solyc11g007110,429,534,395,1045,1211,1245
Solyc11g007120,191,261,212,243,302,223
Solyc11g007130,206,246,181,55,119,99
Solyc11g007140,6,4,3,4,7,6
Solyc11g007150,0,0,0,0,0,0
Solyc11g007160,1,4,3,4,2,3
Solyc11g007170,1796,2101,1711,1052,1206,1206
Solyc11g007180,0,0,0,4,0,2
Solyc11g007190,1,7,0,1,1,0
Solyc11g007200,335,306,158,403,338,231
Solyc11g007210,0,0,0,0,0,0
Solyc11g007220,0,0,0,0,0,0
Solyc11g007230,9,9,5,9,11,14
Solyc11g007240,0,0,0,0,0,0
Solyc11g007250,0,0,0,0,0,0
Solyc11g007260,4,8,7,3,1,5
Solyc11g007270,253,380,306,393,542,458
Solyc11g007280,0,0,0,0,0,0
Solyc11g007290,0,0,0,0,0,1
Solyc11g007300,0,0,0,0,0,1
Solyc11g007310,75,82,56,122,108,144
Solyc11g007320,215,298,217,93,127,104
Solyc11g007330,0,0,0,0,0,0
Solyc11g007340,146,156,109,106,106,92
Solyc11g007350,0,0,0,0,1,0
Solyc11g007360,17,20,8,8,10,7
Solyc11g007370,0,0,0,0,0,0
Solyc11g007380,0,0,0,0,0,0
Solyc11g007390,68,66,16,104,138,103
Solyc11g007400,1,3,0,0,0,0
Solyc11g007410,1,2,0,1,1,3
Solyc11g007420,3,2,1,1,0,3
Solyc11g007430,2,3,0,3,3,3
Solyc11g007440,0,0,1,0,0,0
Solyc11g007450,3,1,1,3,2,3
Solyc11g007460,2,8,3,14,12,14
Solyc11g007470,5,7,4,6,21,16
Solyc11g007480,1,0,0,0,0,1
Solyc11g007490,24,37,8,30,4,13
Solyc11g007500,8,46,4,68,22,155
Solyc11g007510,107,107,87,244,195,245
Solyc11g007520,0,0,0,5,4,6
Solyc11g007530,0,0,0,0,0,0
Solyc11g007540,0,1,0,0,1,0
Solyc11g007550,1,2,4,1,2,3
Solyc11g007560,37,25,64,13,39,25
Solyc11g007570,3,10,2,2,0,2
Solyc11g007580,353,437,268,393,733,538
Solyc11g007590,306,296,342,765,1105,872
Solyc11g007600,2,0,1,0,0,0
Solyc11g007610,25,39,29,186,227,249
Solyc11g007620,1,0,2,4,6,4
Solyc11g007630,0,0,1,0,0,0
Solyc11g007640,0,0,0,0,0,0
Solyc11g007650,2,0,2,4,5,3
Solyc11g007660,145,121,122,305,341,411
Solyc11g007670,198,211,192,219,282,230
Solyc11g007680,319,456,363,126,185,131
Solyc11g007690,49,73,52,27,25,11
Solyc11g007700,56,71,49,50,57,70
Solyc11g007710,10,12,10,45,43,61
Solyc11g007720,260,397,280,301,349,295
Solyc11g007730,0,2,1,0,0,0
Solyc11g007740,64,59,58,112,146,117
Solyc11g007750,6,12,9,14,32,35
Solyc11g007760,71,109,76,74,84,71
Solyc11g007770,1163,1144,764,826,750,1174
Solyc11g007780,197,229,174,148,178,144
Solyc11g007790,0,0,0,0,2,1
Solyc11g007800,116,104,96,143,148,147
Solyc11g007810,63,55,61,52,79,40
Solyc11g007820,0,0,0,0,2,1
Solyc11g007830,66,188,118,159,241,140
Solyc11g007840,24,43,12,23,31,45
Solyc11g007850,322,459,329,371,514,360
Solyc11g007860,126,149,115,90,104,74
Solyc11g007870,0,0,0,0,3,0
Solyc11g007880,0,1,1,0,0,0
Solyc11g007890,0,0,0,0,0,0
Solyc11g007900,40,37,24,4,5,5
Solyc11g007910,205,244,195,552,642,774
Solyc11g007920,369,493,314,593,645,547
Solyc11g007930,46,41,27,13,8,27
Solyc11g007940,7,11,11,3,8,6
Solyc11g007950,0,0,0,0,0,0
Solyc11g007960,144,200,122,75,138,101
Solyc11g007970,0,0,0,0,1,1
Solyc11g007980,0,0,0,0,0,0
Solyc11g007990,163,264,163,59,86,11
Solyc11g008000,434,593,400,1584,1533,1871
Solyc11g008010,561,690,541,3687,3750,2967
Solyc11g008020,61,56,69,44,52,75
Solyc11g008030,2,2,4,3,2,2
Solyc11g008040,2,2,2,1,2,0
Solyc11g008050,2,0,3,0,0,1
Solyc11g008060,0,2,1,3,0,0
Solyc11g008070,0,0,0,0,0,0
Solyc11g008080,0,1,0,0,1,1
Solyc11g008090,26,26,27,26,43,46
Solyc11g008100,257,267,225,424,490,426
Solyc11g008110,72,107,96,68,70,84
Solyc11g008120,25,40,45,25,32,67
Solyc11g008130,105,106,95,68,74,101
Solyc11g008140,0,10,1,1,9,3
Solyc11g008150,809,954,707,218,331,311
Solyc11g008160,39,16,22,18,11,23
Solyc11g008180,0,0,0,0,0,0
Solyc11g008190,0,0,0,0,0,0
Solyc11g008200,0,0,0,0,0,1
Solyc11g008210,208,240,224,179,231,255
Solyc11g008220,68,65,49,37,54,58
Solyc11g008230,0,0,0,0,0,0
Solyc11g008240,0,0,0,0,0,0
Solyc11g008250,39,93,49,248,379,95
Solyc11g008260,417,428,804,96,236,300
Solyc11g008270,137,185,121,220,229,252
Solyc11g008280,40,79,48,44,69,61
Solyc11g008290,54,87,55,62,75,84
Solyc11g008300,0,0,1,0,0,0
Solyc11g008310,489,684,535,701,881,740
Solyc11g008320,229,276,193,256,272,309
Solyc11g008330,0,0,0,0,0,0
Solyc11g008340,423,634,396,252,362,373
Solyc11g008350,648,683,610,702,1099,752
Solyc11g008360,492,665,554,333,491,312
Solyc11g008370,65,87,63,75,118,130
Solyc11g008380,100,110,52,142,163,151
Solyc11g008390,200,264,195,161,158,180
Solyc11g008400,0,0,0,0,0,0
Solyc11g008410,0,0,0,0,0,0
Solyc11g008420,20,23,12,31,24,16
Solyc11g008430,301,353,252,347,458,359
Solyc11g008440,145,188,189,381,471,251
Solyc11g008450,47,73,51,62,89,67
Solyc11g008460,775,706,719,402,502,567
Solyc11g008470,849,819,806,684,833,917
Solyc11g008480,0,0,2,0,1,1
Solyc11g008490,0,0,0,0,2,0
Solyc11g008500,49,57,33,74,70,87
Solyc11g008510,238,339,206,507,843,569
Solyc11g008520,12,5,9,43,51,104
Solyc11g008530,536,503,349,2238,2225,3841
Solyc11g008540,285,538,191,2785,3219,5110
Solyc11g008550,45,88,54,17,33,15
Solyc11g008560,0,3,2,0,4,8
Solyc11g008570,72,94,50,48,64,45
Solyc11g008580,1184,1399,1332,487,580,593
Solyc11g008590,14,29,7,7,2,6
Solyc11g008600,10,3,0,48,26,41
Solyc11g008610,2,17,8,13,10,21
Solyc11g008620,22,37,22,110,191,51
Solyc11g008630,0,1,0,1,1,0
Solyc11g008640,0,0,0,0,0,0
Solyc11g008650,0,0,0,0,0,0
Solyc11g008660,0,0,0,0,0,0
Solyc11g008670,105,76,110,70,87,123
Solyc11g008680,925,1373,834,215,155,236
Solyc11g008690,0,5,2,0,0,0
Solyc11g008700,252,261,241,299,354,314
Solyc11g008710,164,197,139,256,371,323
Solyc11g008720,273,419,291,376,714,381
Solyc11g008730,140,187,131,90,128,120
Solyc11g008740,727,897,690,533,653,735
Solyc11g008750,0,0,0,1,0,0
Solyc11g008760,36,53,31,30,43,55
Solyc11g008770,289,358,238,1611,1639,1988
Solyc11g008780,9,10,8,151,183,192
Solyc11g008790,5,1,0,0,1,1
Solyc11g008800,444,565,409,229,310,251
Solyc11g008810,0,1,0,0,0,0
Solyc11g008820,92,113,44,207,305,248
Solyc11g008830,0,0,0,1,1,0
Solyc11g008840,0,0,0,0,0,0
Solyc11g008850,122,81,79,104,131,162
Solyc11g008860,0,1,0,0,0,0
Solyc11g008870,202,321,166,158,124,134
Solyc11g008880,0,1,2,1,0,1
Solyc11g008890,201,243,165,477,514,665
Solyc11g008900,411,505,466,157,231,161
Solyc11g008910,7,34,13,10,13,4
Solyc11g008920,0,0,0,1,0,0
Solyc11g008930,0,0,0,0,0,0
Solyc11g008940,59,87,58,235,247,171
Solyc11g008950,0,0,0,0,0,0
Solyc11g008960,314,437,338,100,169,127
Solyc11g008970,14,23,14,14,23,26
Solyc11g008980,202,247,205,187,249,176
Solyc11g008990,233,358,277,267,318,197
Solyc11g009000,35,69,45,9,12,12
Solyc11g009010,107,148,108,22,33,25
Solyc11g009020,1,0,0,2,8,0
Solyc11g009030,21,25,12,4,6,5
Solyc11g009040,0,0,0,0,0,0
Solyc11g009050,32,55,44,9,21,17
Solyc11g009060,16,27,22,11,17,6
Solyc11g009070,28,32,39,15,31,22
Solyc11g009080,1401,2061,1637,408,510,424
Solyc11g009090,172,188,147,183,213,188
Solyc11g009100,1,0,0,2,0,1
Solyc11g010100,153,156,120,132,168,203
Solyc11g010110,226,206,218,206,293,303
Solyc11g010120,0,1,1,0,6,8
Solyc11g010130,0,0,0,0,0,0
Solyc11g010140,0,0,0,0,0,0
Solyc11g010150,0,0,0,0,0,0
Solyc11g010160,0,0,0,0,0,0
Solyc11g010170,52,68,125,46,70,67
Solyc11g010180,108,190,139,107,162,123
Solyc11g010190,405,501,421,336,501,412
Solyc11g010200,82,126,50,307,347,238
Solyc11g010210,14,15,5,2,5,2
Solyc11g010220,4,6,6,3,12,15
Solyc11g010230,1248,1818,946,690,789,618
Solyc11g010240,238,267,193,178,209,272
Solyc11g010250,19,26,10,467,350,567
Solyc11g010260,10,5,9,9,15,12
Solyc11g010270,121,185,92,57,67,99
Solyc11g010280,0,0,0,0,0,0
Solyc11g010290,0,0,0,0,0,0
Solyc11g010300,137,196,157,126,160,176
Solyc11g010310,1128,1372,1038,586,568,783
Solyc11g010320,6,12,3,9,14,9
Solyc11g010330,256,290,281,569,650,693
Solyc11g010340,0,0,0,1,5,1
Solyc11g010350,2,0,1,1,2,2
Solyc11g010360,0,0,0,0,0,0
Solyc11g010370,78,82,36,38,35,28
Solyc11g010380,322,226,217,2538,1932,2583
Solyc11g010390,83,119,49,58,94,110
Solyc11g010400,0,0,0,0,0,0
Solyc11g010410,0,0,0,0,0,0
Solyc11g010420,20,16,16,1,0,0
Solyc11g010430,26,42,18,4,2,2
Solyc11g010440,65,123,88,144,229,212
Solyc11g010450,603,772,582,118,100,109
Solyc11g010460,0,0,0,0,0,0
Solyc11g010470,764,877,659,1414,1359,1563
Solyc11g010480,286,397,310,141,217,103
Solyc11g010490,318,426,254,349,379,519
Solyc11g010500,156,240,150,1161,1012,987
Solyc11g010510,22,39,24,28,37,40
Solyc11g010520,346,500,849,226,259,193
Solyc11g010530,225,235,459,154,283,142
Solyc11g010540,0,0,0,0,0,0
Solyc11g010550,35,39,34,24,23,24
Solyc11g010560,454,530,437,349,376,394
Solyc11g010570,0,1,1,0,2,1
Solyc11g010580,43,80,30,66,77,81
Solyc11g010590,1,0,0,0,0,0
Solyc11g010600,322,390,336,206,363,323
Solyc11g010610,294,469,285,309,442,414
Solyc11g010620,1,1,0,0,0,0
Solyc11g010630,89,123,115,133,149,139
Solyc11g010650,40,77,24,48,55,26
Solyc11g010660,381,467,431,257,334,280
Solyc11g010670,0,0,0,0,0,0
Solyc11g010680,51,72,52,34,37,37
Solyc11g010690,3,10,6,5,0,0
Solyc11g010700,22,22,14,21,35,27
Solyc11g010710,217,180,173,132,280,362
Solyc11g010720,39,75,23,17,20,23
Solyc11g010730,25,20,13,61,35,35
Solyc11g010740,9,21,3,0,2,0
Solyc11g010750,0,1,0,0,0,0
Solyc11g010760,13,30,6,0,4,0
Solyc11g010770,0,0,0,0,0,0
Solyc11g010780,0,0,0,3,0,3
Solyc11g010790,1,0,1,1,1,1
Solyc11g010800,0,1,0,0,0,0
Solyc11g010810,3,2,0,1,1,1
Solyc11g010830,1,0,0,0,0,0
Solyc11g010840,363,427,297,74,121,104
Solyc11g010850,5,10,3,14,16,11
Solyc11g010860,0,0,0,0,0,0
Solyc11g010870,0,0,0,0,0,0
Solyc11g010880,0,0,0,0,0,0
Solyc11g010890,25,31,15,18,25,14
Solyc11g010900,13,22,10,10,5,5
Solyc11g010910,6,7,10,4,7,7
Solyc11g010920,11,12,4,2,0,1
Solyc11g010930,1,1,2,5,2,6
Solyc11g010940,2,1,1,1,2,2
Solyc11g010950,57,53,41,61,80,77
Solyc11g010960,0,1,1,0,5,1
Solyc11g010980,0,0,0,0,0,0
Solyc11g010990,0,0,0,0,0,0
Solyc11g011000,0,0,0,0,0,0
Solyc11g011010,12,17,7,27,35,15
Solyc11g011020,18,22,9,12,19,9
Solyc11g011030,8,5,1,2,3,0
Solyc11g011040,128,192,153,565,594,612
Solyc11g011050,14,5,4,22,9,22
Solyc11g011060,27,43,35,8,22,14
Solyc11g011070,34,36,41,29,33,23
Solyc11g011080,140,145,111,63,75,68
Solyc11g011090,274,289,207,161,194,234
Solyc11g011100,0,3,0,0,1,0
Solyc11g011110,1,0,1,18,0,6
Solyc11g011120,290,353,230,498,640,730
Solyc11g011130,295,408,296,408,400,523
Solyc11g011140,172,248,205,365,479,434
Solyc11g011150,53,66,67,112,148,144
Solyc11g011160,207,192,160,115,144,141
Solyc11g011170,450,652,478,655,889,568
Solyc11g011180,38,36,30,43,36,51
Solyc11g011190,63,77,29,7,12,10
Solyc11g011200,72,78,66,48,51,57
Solyc11g011210,882,1480,793,306,250,199
Solyc11g011220,319,305,274,183,241,259
Solyc11g011230,5,7,2,0,3,0
Solyc11g011240,1,2,0,0,0,0
Solyc11g011250,392,492,367,520,634,493
Solyc11g011260,205,268,197,186,361,285
Solyc11g011270,0,0,0,0,0,0
Solyc11g011280,0,0,0,0,0,0
Solyc11g011290,0,1,2,0,0,1
Solyc11g011300,73,100,61,36,37,54
Solyc11g011310,0,0,1,1,0,0
Solyc11g011320,0,0,0,0,0,0
Solyc11g011330,27,97,12,175,137,196
Solyc11g011340,39,32,25,308,120,366
Solyc11g011350,9,13,8,1,6,5
Solyc11g011360,0,0,0,0,0,2
Solyc11g011370,15,10,6,8,3,5
Solyc11g011380,7363,9562,6452,3015,4262,3101
Solyc11g011390,153,198,164,63,76,90
Solyc11g011400,61,56,37,37,33,19
Solyc11g011410,62,72,46,32,28,43
Solyc11g011420,297,428,321,211,263,230
Solyc11g011430,0,0,0,0,0,0
Solyc11g011440,395,485,271,406,248,638
Solyc11g011450,14,13,11,2,7,2
Solyc11g011460,78,68,59,126,159,186
Solyc11g011470,1897,2421,1678,1322,1641,1540
Solyc11g011480,96,100,81,58,54,62
Solyc11g011490,97,133,79,149,148,133
Solyc11g011500,0,0,0,0,0,0
Solyc11g011510,1,0,1,1,2,0
Solyc11g011520,1,3,2,3,2,3
Solyc11g011530,0,2,2,2,6,1
Solyc11g011540,38,61,34,11,40,39
Solyc11g011550,2,13,6,3,3,0
Solyc11g011560,0,0,0,0,0,0
Solyc11g011570,7,28,4,16,46,17
Solyc11g011580,60,67,55,34,44,26
Solyc11g011590,21,21,17,6,10,6
Solyc11g011600,5,4,8,2,4,3
Solyc11g011610,103,160,105,49,38,35
Solyc11g011620,34,53,43,19,19,17
Solyc11g011630,0,0,0,0,1,0
Solyc11g011640,0,0,0,0,0,0
Solyc11g011650,0,0,0,0,0,0
Solyc11g011660,0,0,0,0,0,0
Solyc11g011670,0,0,0,0,0,0
Solyc11g011680,0,0,0,0,0,0
Solyc11g011690,0,0,0,0,0,0
Solyc11g011700,0,0,0,0,0,0
Solyc11g011710,0,0,0,0,0,0
Solyc11g011720,0,0,0,0,0,0
Solyc11g011730,0,0,0,0,0,0
Solyc11g011740,1,2,4,5,3,3
Solyc11g011750,0,2,2,2,4,1
Solyc11g011760,363,372,339,462,466,547
Solyc11g011770,30,21,49,58,94,98
Solyc11g011780,368,373,346,1902,1457,2020
Solyc11g011790,1,0,0,0,0,0
Solyc11g011800,0,0,1,2,0,0
Solyc11g011810,30,16,21,0,10,9
Solyc11g011820,23,14,9,6,16,10
Solyc11g011830,0,0,0,0,0,0
Solyc11g011840,73,59,46,28,56,36
Solyc11g011850,307,370,259,207,245,323
Solyc11g011860,8,10,7,19,23,8
Solyc11g011870,12,2,14,0,2,1
Solyc11g011880,312,157,248,34,31,69
Solyc11g011890,0,1,0,3,0,0
Solyc11g011900,0,0,0,0,0,0
Solyc11g011910,348,474,258,280,326,315
Solyc11g011920,160,274,56,269,308,200
Solyc11g011930,617,769,570,452,494,388
Solyc11g011940,1,6,3,3,10,7
Solyc11g011950,0,0,0,0,0,0
Solyc11g011960,2014,2155,2085,1260,1201,1185
Solyc11g011970,209,299,232,134,114,134
Solyc11g011980,53,18,38,13,33,42
Solyc11g011990,608,872,645,397,619,316
Solyc11g012000,48,77,50,72,60,64
Solyc11g012010,0,0,0,0,0,0
Solyc11g012020,0,11,2,0,0,0
Solyc11g012030,0,0,0,0,0,0
Solyc11g012040,2,0,1,0,0,0
Solyc11g012050,0,1,0,1,0,1
Solyc11g012060,32,27,26,28,18,24
Solyc11g012070,14,11,18,23,44,16
Solyc11g012080,125,175,103,266,274,210
Solyc11g012090,12,13,12,1,5,2
Solyc11g012100,95,92,69,46,73,74
Solyc11g012110,726,826,652,1430,1655,1633
Solyc11g012120,0,1,0,5,0,4
Solyc11g012130,0,0,0,0,1,0
Solyc11g012140,1006,1039,800,449,475,457
Solyc11g012150,515,553,554,879,926,932
Solyc11g012160,424,618,430,117,116,98
Solyc11g012170,0,0,0,1,0,1
Solyc11g012180,4,4,2,8,6,6
Solyc11g012190,10,18,18,15,36,20
Solyc11g012200,0,0,0,0,0,0
Solyc11g012210,0,0,0,0,0,0
Solyc11g012220,0,0,0,0,0,0
Solyc11g012230,0,0,0,0,0,0
Solyc11g012240,7,5,1,0,0,0
Solyc11g012250,0,0,0,0,0,0
Solyc11g012260,72,83,60,25,25,19
Solyc11g012270,8,27,6,8,6,8
Solyc11g012280,188,287,194,158,185,200
Solyc11g012290,196,186,179,118,137,139
Solyc11g012300,0,0,0,0,0,0
Solyc11g012310,0,0,0,0,0,0
Solyc11g012320,8813,11514,8281,10057,13257,10400
Solyc11g012330,0,0,0,0,0,0
Solyc11g012340,0,0,0,0,0,0
Solyc11g012350,0,0,0,0,0,0
Solyc11g012360,1,2,2,116,149,76
Solyc11g012370,0,0,0,0,0,0
Solyc11g012380,0,0,0,0,0,0
Solyc11g012390,313,248,293,73,77,69
Solyc11g012400,278,337,222,335,458,440
Solyc11g012410,135,255,163,123,169,107
Solyc11g012420,0,0,0,9,2,1
Solyc11g012430,0,0,0,0,0,0
Solyc11g012440,301,366,257,70,103,64
Solyc11g012450,13,35,18,65,65,47
Solyc11g012460,235,211,190,67,100,83
Solyc11g012470,134,216,119,94,99,105
Solyc11g012480,57,66,59,74,120,83
Solyc11g012490,3,2,4,0,0,1
Solyc11g012500,0,0,0,0,0,0
Solyc11g012510,86,104,80,127,159,157
Solyc11g012520,0,0,0,0,0,0
Solyc11g012530,6,4,0,1,3,6
Solyc11g012540,24,24,26,4,10,19
Solyc11g012550,49,45,40,29,34,41
Solyc11g012560,19,20,12,14,9,9
Solyc11g012570,8,8,3,3,2,2
Solyc11g012580,0,0,0,0,0,1
Solyc11g012590,0,0,0,0,0,0
Solyc11g012600,2,2,0,1,2,0
Solyc11g012610,2,4,3,1,1,1
Solyc11g012620,22,30,15,8,7,14
Solyc11g012630,0,0,0,0,0,0
Solyc11g012640,0,0,1,0,0,0
Solyc11g012650,0,0,0,0,0,0
Solyc11g012660,1,6,1,0,7,1
Solyc11g012670,135,180,165,227,343,183
Solyc11g012680,32,49,28,55,107,60
Solyc11g012690,3,7,1,3,3,0
Solyc11g012700,870,959,662,1381,1372,1497
Solyc11g012710,18,27,17,3,6,5
Solyc11g012720,83,94,92,48,51,34
Solyc11g012730,57,58,25,96,116,71
Solyc11g012740,893,843,738,600,700,806
Solyc11g012750,0,0,0,0,0,0
Solyc11g012760,94,85,94,58,82,60
Solyc11g012770,1113,1237,1061,822,923,1079
Solyc11g012780,20,21,9,13,25,16
Solyc11g012790,96,123,102,139,187,134
Solyc11g012800,3,11,7,4,4,9
Solyc11g012810,80,95,99,35,44,56
Solyc11g012820,123,150,117,157,139,120
Solyc11g012830,646,691,571,249,313,267
Solyc11g012840,324,383,309,106,121,86
Solyc11g012850,268,435,293,505,649,407
Solyc11g012860,12,22,8,12,12,12
Solyc11g012870,60,126,63,48,50,48
Solyc11g012880,0,0,0,0,0,0
Solyc11g012890,115,105,84,219,214,234
Solyc11g012900,830,756,666,293,338,368
Solyc11g012910,29,62,36,24,59,24
Solyc11g012920,277,289,260,283,313,384
Solyc11g012930,125,284,102,44,54,31
Solyc11g012940,18,32,19,23,22,23
Solyc11g012950,10,13,11,5,4,8
Solyc11g012960,0,0,0,0,0,0
Solyc11g012970,213,334,196,113,174,113
Solyc11g012980,4,8,9,15,13,11
Solyc11g012990,0,0,0,0,0,0
Solyc11g013000,133,218,112,203,206,214
Solyc11g013010,28,45,30,6,18,11
Solyc11g013020,172,225,171,159,191,154
Solyc11g013030,327,340,292,923,1015,1243
Solyc11g013040,0,0,0,0,0,0
Solyc11g013050,0,0,0,0,0,0
Solyc11g013060,15,29,22,43,33,36
Solyc11g013070,79,102,118,90,138,120
Solyc11g013080,23,31,35,31,33,41
Solyc11g013090,18,11,15,11,7,13
Solyc11g013100,360,561,313,578,646,668
Solyc11g013110,1093,1222,1010,1172,1832,756
Solyc11g013120,126,143,105,70,86,93
Solyc11g013130,11,41,19,12,13,16
Solyc11g013140,0,0,0,0,0,0
Solyc11g013150,7,25,8,17,13,8
Solyc11g013160,15,30,13,27,20,32
Solyc11g013170,334,468,300,494,576,431
Solyc11g013180,151,170,124,211,266,202
Solyc11g013190,316,416,275,221,280,295
Solyc11g013200,28,38,27,37,26,39
Solyc11g013210,1,0,0,1,0,4
Solyc11g013220,0,0,0,0,0,0
Solyc11g013230,0,0,0,0,0,0
Solyc11g013240,7,16,7,1,6,5
Solyc11g013250,0,0,0,0,0,0
Solyc11g013260,557,654,544,820,851,949
Solyc11g013270,0,0,1,0,0,0
Solyc11g013280,433,467,387,195,250,277
Solyc11g013290,210,250,229,125,133,138
Solyc11g013300,3,0,0,1,1,1
Solyc11g013310,56,48,41,22,23,24
Solyc11g013320,0,1,0,0,0,0
Solyc11g013330,142,146,102,5,7,1
Solyc11g013340,63,77,53,39,27,45
Solyc11g013350,2,7,2,1,2,1
Solyc11g013360,0,1,2,0,1,1
Solyc11g013370,819,925,877,524,650,749
Solyc11g013380,25,30,35,34,32,46
Solyc11g013390,26,24,22,10,7,14
Solyc11g013400,215,329,175,168,195,141
Solyc11g013410,0,0,0,0,2,0
Solyc11g013420,0,0,0,0,0,0
Solyc11g013430,7,15,1,3,11,6
Solyc11g013440,221,290,224,324,319,300
Solyc11g013450,0,0,0,0,0,0
Solyc11g013460,164,239,181,90,96,71
Solyc11g013470,37,38,39,36,48,52
Solyc11g013480,51,71,51,58,65,43
Solyc11g013490,131,184,127,142,144,188
Solyc11g013500,53,62,46,11,24,16
Solyc11g013510,0,0,1,0,0,0
Solyc11g013520,277,280,308,165,158,203
Solyc11g013530,643,745,675,730,873,1108
Solyc11g013540,0,0,0,0,0,0
Solyc11g013550,43,27,48,26,42,43
Solyc11g013560,0,0,0,0,0,0
Solyc11g013570,0,0,0,0,0,0
Solyc11g013580,0,0,0,0,0,0
Solyc11g013590,0,0,0,0,0,0
Solyc11g013600,0,0,0,0,0,0
Solyc11g013610,0,0,0,0,0,0
Solyc11g013620,0,3,4,4,3,5
Solyc11g013630,0,0,0,0,0,0
Solyc11g013640,0,0,0,0,0,0
Solyc11g013650,0,0,0,0,0,0
Solyc11g013660,15,19,11,8,16,18
Solyc11g013670,0,0,0,0,0,0
Solyc11g013680,0,0,0,0,0,0
Solyc11g013690,0,0,0,0,0,0
Solyc11g013700,0,0,0,0,0,0
Solyc11g013710,0,0,0,0,0,0
Solyc11g013720,0,0,0,0,0,0
Solyc11g013730,0,0,0,0,0,0
Solyc11g013740,1,1,1,0,1,1
Solyc11g013750,92,88,77,44,77,63
Solyc11g013760,179,229,154,308,386,465
Solyc11g013770,12,11,8,18,25,23
Solyc11g013780,78,135,91,34,41,41
Solyc11g013790,0,1,5,0,0,0
Solyc11g013800,0,0,0,0,0,0
Solyc11g013810,4820,4690,2962,8523,9535,10871
Solyc11g013820,77,115,66,23,35,22
Solyc11g013830,351,415,339,113,159,122
Solyc11g013840,46,63,49,43,74,60
Solyc11g013850,22,38,14,18,28,18
Solyc11g013860,0,0,0,0,0,0
Solyc11g013870,0,0,0,0,0,0
Solyc11g013880,48,46,14,124,125,93
Solyc11g013890,4,1,1,1,3,1
Solyc11g015890,0,1,1,6,4,4
Solyc11g015900,0,1,0,9,0,1
Solyc11g015910,0,1,0,1,0,0
Solyc11g016910,0,2,0,0,0,0
Solyc11g016920,0,0,0,0,0,0
Solyc11g016930,7,13,9,20,5,12
Solyc11g016940,32,47,25,34,33,36
Solyc11g016970,9,7,12,17,16,29
Solyc11g016980,7,5,3,15,6,8
Solyc11g016990,289,295,248,176,181,182
Solyc11g017000,227,245,194,231,301,245
Solyc11g017010,798,1192,655,2010,1772,1146
Solyc11g017020,0,0,0,0,0,0
Solyc11g017030,0,0,0,0,0,0
Solyc11g017040,399,462,525,422,462,542
Solyc11g017050,72,86,83,142,156,174
Solyc11g017060,45,46,53,47,48,50
Solyc11g017070,386,452,424,895,1053,1058
Solyc11g017090,6,10,7,5,13,13
Solyc11g017100,0,0,0,0,0,0
Solyc11g017110,0,0,1,0,1,0
Solyc11g017120,0,0,0,0,0,0
Solyc11g017130,3,0,0,2,5,5
Solyc11g017140,549,562,440,368,420,426
Solyc11g017150,0,0,0,0,0,0
Solyc11g017160,0,0,0,0,0,0
Solyc11g017170,113,124,127,116,143,168
Solyc11g017180,0,0,0,0,0,0
Solyc11g017190,56,76,51,69,58,78
Solyc11g017200,64,119,54,172,185,124
Solyc11g017210,1,1,2,0,0,0
Solyc11g017220,0,3,2,0,0,0
Solyc11g017230,19,26,26,24,38,22
Solyc11g017240,38,59,42,95,92,107
Solyc11g017250,129,209,134,90,152,85
Solyc11g017260,0,0,0,0,0,0
Solyc11g017270,107,118,66,138,131,147
Solyc11g017280,1,3,2,13,6,10
Solyc11g017290,9,9,7,6,8,14
Solyc11g017300,102,170,102,157,202,193
Solyc11g017310,1,2,4,0,0,2
Solyc11g017320,4,1,1,3,0,1
Solyc11g017330,9,13,6,3,7,11
Solyc11g017340,3,0,0,0,1,0
Solyc11g017350,0,1,1,0,0,0
Solyc11g017360,4,1,3,3,1,1
Solyc11g017370,7,7,8,8,6,6
Solyc11g017380,6,6,4,22,22,30
Solyc11g017390,6,7,5,1,1,2
Solyc11g017400,4,5,7,4,5,1
Solyc11g017410,8,28,11,81,88,51
Solyc11g017420,83,107,48,185,236,233
Solyc11g017430,18,31,21,10,11,5
Solyc11g017440,1,0,1,2,2,1
Solyc11g017450,0,0,0,0,0,0
Solyc11g017460,705,840,648,187,241,225
Solyc11g017470,2660,2943,2160,4798,4604,4418
Solyc11g018470,1,1,3,13,9,20
Solyc11g018480,0,0,0,0,0,0
Solyc11g018490,2,11,4,4,4,4
Solyc11g018500,0,1,0,4,0,0
Solyc11g018510,5,18,9,2,2,2
Solyc11g018520,57,72,45,16,38,21
Solyc11g018530,0,0,0,0,0,0
Solyc11g018540,0,0,0,0,0,0
Solyc11g018550,41,78,36,42,84,30
Solyc11g018560,58,96,52,58,94,88
Solyc11g018570,0,0,0,0,0,0
Solyc11g018580,247,426,288,284,407,262
Solyc11g018590,44,34,39,20,20,19
Solyc11g018600,0,0,0,0,0,0
Solyc11g018610,39,32,45,50,48,45
Solyc11g018620,18,17,11,25,28,32
Solyc11g018630,0,0,0,0,0,0
Solyc11g018640,0,0,0,0,0,0
Solyc11g018650,0,0,0,0,0,0
